,s_id,direction,lane,lat,long,month,state,country,dailytraffic,demandfactor
229,134,5,1,34.46553,83.96928,1,Alabama,USA,7884.645161290323,1.6760504437923067
230,134,5,1,48.943133,110.215097,1,Alabama,USA,7884.645161290323,1.6760504437923067
231,134,5,2,33.389382,86.795555,1,Alabama,USA,13540.516129032258,2.8783271286145524
232,134,5,2,34.46553,83.96928,1,Alabama,USA,13540.516129032258,2.8783271286145524
233,134,5,3,33.389382,86.795555,1,Alabama,USA,13791.32258064516,2.9316414193572173
234,134,5,4,33.389382,86.795555,1,Alabama,USA,14287.870967741936,3.037193429312439
235,136,5,3,33.34915,86.780337,1,Alabama,USA,16543.322580645163,3.5166380459602085
236,134,1,1,34.46553,83.96928,1,Alabama,USA,11578.41935483871,2.4612413749910664
237,136,5,4,33.34915,86.780337,1,Alabama,USA,14451.516129032258,3.0719797183076207
238,138,1,1,34.10807,84.23627,1,Alabama,USA,10665.739130434782,2.267231617562448
239,138,5,3,34.10807,84.23627,1,Alabama,USA,17445.82608695652,3.708484523681689
240,138,5,4,33.362628,86.776577,1,Alabama,USA,13698.260869565218,2.911859156621873
241,138,5,4,34.10807,84.23627,1,Alabama,USA,13698.260869565218,2.911859156621873
242,139,1,1,33.6222,86.817083,1,Alabama,USA,12084.58064516129,2.5688368137104436
243,139,1,1,34.38446,83.9042,1,Alabama,USA,12084.58064516129,2.5688368137104436
244,138,5,3,33.362628,86.776577,1,Alabama,USA,17445.82608695652,3.708484523681689
245,139,1,1,39.311091,84.296029,1,Alabama,USA,12084.58064516129,2.5688368137104436
246,139,1,2,33.6222,86.817083,1,Alabama,USA,13982.064516129032,2.972187708895659
247,139,1,2,39.311091,84.296029,1,Alabama,USA,13982.064516129032,2.972187708895659
248,139,1,3,33.6222,86.817083,1,Alabama,USA,8357.064516129032,1.7764733104066257
249,139,1,3,39.311091,84.296029,1,Alabama,USA,8357.064516129032,1.7764733104066257
250,139,5,1,33.6222,86.817083,1,Alabama,USA,10916.225806451614,2.320477933143423
251,139,5,1,34.38446,83.9042,1,Alabama,USA,10916.225806451614,2.320477933143423
252,139,1,1,46.255393,116.604814,1,Alabama,USA,12084.58064516129,2.5688368137104436
253,138,5,2,34.10807,84.23627,1,Alabama,USA,15777.173913043478,3.3537767138296264
254,138,5,2,33.362628,86.776577,1,Alabama,USA,15777.173913043478,3.3537767138296264
255,138,5,1,48.938797,104.574623,1,Alabama,USA,11878.08695652174,2.5249421511853907
256,138,1,1,36.178926,84.091897,1,Alabama,USA,10665.739130434782,2.267231617562448
257,138,1,1,43.494817,116.86103,1,Alabama,USA,10665.739130434782,2.267231617562448
258,138,1,1,48.938797,104.574623,1,Alabama,USA,10665.739130434782,2.267231617562448
259,138,1,2,33.362628,86.776577,1,Alabama,USA,15886.739130434782,3.377067150808891
260,138,1,2,34.10807,84.23627,1,Alabama,USA,15886.739130434782,3.377067150808891
261,138,1,2,36.178926,84.091897,1,Alabama,USA,15886.739130434782,3.377067150808891
262,138,1,3,33.362628,86.776577,1,Alabama,USA,17464.565217391304,3.712467927784095
263,138,1,3,34.10807,84.23627,1,Alabama,USA,17464.565217391304,3.712467927784095
264,138,1,4,33.362628,86.776577,1,Alabama,USA,12800.95652173913,2.7211178715512125
265,138,1,4,34.10807,84.23627,1,Alabama,USA,12800.95652173913,2.7211178715512125
266,138,5,1,33.362628,86.776577,1,Alabama,USA,11878.08695652174,2.5249421511853907
267,138,5,1,34.10807,84.23627,1,Alabama,USA,11878.08695652174,2.5249421511853907
268,138,5,1,43.494817,116.86103,1,Alabama,USA,11878.08695652174,2.5249421511853907
269,138,1,1,33.362628,86.776577,1,Alabama,USA,10665.739130434782,2.267231617562448
270,139,5,1,39.311091,84.296029,1,Alabama,USA,10916.225806451614,2.320477933143423
271,134,1,1,33.389382,86.795555,1,Alabama,USA,11578.41935483871,2.4612413749910664
272,132,7,2,33.544938,86.671899,1,Alabama,USA,10855.548387096776,2.3075796462126252
273,130,5,1,33.596739,79.022536,1,Alabama,USA,10909.833333333334,2.3191190758724036
274,130,5,1,33.9086,84.22856,1,Alabama,USA,10909.833333333334,2.3191190758724036
275,130,5,1,39.722742,75.466323,1,Alabama,USA,10909.833333333334,2.3191190758724036
276,130,5,1,42.253333,72.867153,1,Alabama,USA,10909.833333333334,2.3191190758724036
277,130,5,2,33.517366,86.865385,1,Alabama,USA,14782.3,3.142294924939455
278,130,5,1,33.517366,86.865385,1,Alabama,USA,10909.833333333334,2.3191190758724036
279,130,5,2,33.596739,79.022536,1,Alabama,USA,14782.3,3.142294924939455
280,130,5,3,33.517366,86.865385,1,Alabama,USA,14199.866666666669,3.018486227548055
281,130,5,3,33.9086,84.22856,1,Alabama,USA,14199.866666666669,3.018486227548055
282,130,5,4,33.517366,86.865385,1,Alabama,USA,9543.2,2.0286118484729854
283,130,5,4,33.9086,84.22856,1,Alabama,USA,9543.2,2.0286118484729854
284,130,5,2,33.9086,84.22856,1,Alabama,USA,14782.3,3.142294924939455
285,130,1,4,33.9086,84.22856,1,Alabama,USA,9940.333333333334,2.1130310564350494
286,130,1,4,33.517366,86.865385,1,Alabama,USA,9940.333333333334,2.1130310564350494
287,130,1,3,33.9086,84.22856,1,Alabama,USA,13711.6,2.9146946749017295
288,129,5,2,33.594952,86.649807,1,Alabama,USA,11532.451612903224,2.451469945498037
289,129,5,2,33.596739,79.022536,1,Alabama,USA,11532.451612903224,2.451469945498037
290,129,5,2,45.993352,112.557139,1,Alabama,USA,11532.451612903224,2.451469945498037
291,129,5,3,30.63106,83.17814,1,Alabama,USA,9126.16129032258,1.9399613258261266
292,129,5,3,33.594952,86.649807,1,Alabama,USA,9126.16129032258,1.9399613258261266
293,130,1,1,33.517366,86.865385,1,Alabama,USA,12287.466666666667,2.611964589206645
294,130,1,1,33.596739,79.022536,1,Alabama,USA,12287.466666666667,2.611964589206645
295,130,1,1,33.9086,84.22856,1,Alabama,USA,12287.466666666667,2.611964589206645
296,130,1,1,39.722742,75.466323,1,Alabama,USA,12287.466666666667,2.611964589206645
297,130,1,1,42.253333,72.867153,1,Alabama,USA,12287.466666666667,2.611964589206645
298,130,1,2,33.517366,86.865385,1,Alabama,USA,13486.166666666666,2.866773984667766
299,130,1,2,33.596739,79.022536,1,Alabama,USA,13486.166666666666,2.866773984667766
300,130,1,2,33.9086,84.22856,1,Alabama,USA,13486.166666666666,2.866773984667766
301,130,1,3,33.517366,86.865385,1,Alabama,USA,13711.6,2.9146946749017295
302,132,7,3,33.544938,86.671899,1,Alabama,USA,4872.064516129032,1.0356618119649756
303,132,3,1,46.992726,113.392217,1,Alabama,USA,9577.32258064516,2.0358653348713887
304,132,3,1,61.310638,149.546087,1,Alabama,USA,9577.32258064516,2.0358653348713887
305,132,3,2,33.544938,86.671899,1,Alabama,USA,10290.483870967742,2.187463063455163
306,132,3,3,33.544938,86.671899,1,Alabama,USA,4213.5161290322585,0.8956732273332705
307,132,7,1,46.992726,113.392217,1,Alabama,USA,8997.41935483871,1.9125944661021428
308,132,7,1,61.310638,149.546087,1,Alabama,USA,8997.41935483871,1.9125944661021428
309,132,7,1,33.544938,86.671899,1,Alabama,USA,8997.41935483871,1.9125944661021428
310,132,3,1,33.544938,86.671899,1,Alabama,USA,9577.32258064516,2.0358653348713887
311,139,5,1,46.255393,116.604814,1,Alabama,USA,10916.225806451614,2.320477933143423
